YEAR,BookID,PhysicalDescription,Place,Publisher,MediaType,Title,ResTitle
0,2590,112,Moscow,Progress Publisher,TEXT MATERIAL,V.I. Lenin,"C.C., C.P.S.U."
2006,1838,508,New Delhi,Oxford University Press,TEXT MATERIAL,A Dictionary of Plant Science,Michael Allaby
2014,8593,74,"Bharatpur, Chitwan","Dept. of Management , Birendra Multiple Campus",TEXT MATERIAL,Financial performance analysis of Bottlers Nepal (Terai) Limited,Govinda Sapkota
2070,9300,66,"Lalitpur, Nepal",Sajha Prakashan,TEXT MATERIAL,Shirishko Phul,Parijat
2060,2277,108,"Bharatpur, Chitwan","Master of arts in Nepali, Department,Birendra Mult",TEXT MATERIAL,कथाकार हरिहर खनालका  कथाकारिता (Kathakar Harihar Khanalka kathakarita),Narayan Prasad Chapagain
2014,9120,50,"Birendra Multiple Campus, Bharatpur, Chitwan",Department of English,TEXT MATERIAL,A Theme of Alienation in Anita Desai's  Voices in the Ctity,Suresh Regmi
2011,8080,336,New York,Routledge,TEXT MATERIAL,Critical Theory & Practice: A Course Book,Keith Green | Jill LeBihan
1995,2710,543,New Delhi,New Age International,TEXT MATERIAL,"Mechanics of Patticles, Waves and Oscillations",Anwar Kamal
2001,8621,220,"Kathmandu, Nepal",Nepal Foundation for Advanced Studies,TEXT MATERIAL,Future of Nepalese Economy,Madan K. Dahal
1983,2673,328,New Delhi,Tata mcgraw-hillPublishing company,TEXT MATERIAL,Intermediate Physics Vol-2,S.C. Ray CHowdhury | D.B. Sinha
1990,2914,515,New Delhi,Wiley Eastrn Limited,TEXT MATERIAL,General Biochemistry,J.H. Weil
2008,7602,578,"Bagbazar, Kathmandu",Asia Publications,TEXT MATERIAL,Mercantile Law,D.N. Parajuli | B.P. Mishra | B.P. Mishra | K.P. Gurung
2014,9341,912,New Delhi,Mcgraw Hill Company India,TEXT MATERIAL,Software Engineering,Roger S. Pressman
1995,496,451,New York,Vintage Books,TEXT MATERIAL,Sabbath's Theater,Philip Roth
2054,6149,405,Napal,Sajha Prakashan,TEXT MATERIAL,Mero Kabitako Aaradhana ( upasana 1-3 ),Balkrishna  Sam
1990,2898,766,New Delhi,Wiley Eastern Limited,TEXT MATERIAL,An Introduction to Mycology,R.S. Mehrotra | K.R. Aneja
2009,7937,751,New Delhi,PHI Learning Pvt. Ltd.,TEXT MATERIAL,Discrete Mathematics for Computer Scientists and Mathematicians,Joe L. Mott | Abrahm Kandel | Theodore P. Barker
,7065,261,"Kathmandu, Nepal",Nepal Comyunishta Parti,TEXT MATERIAL,"Pushpa Lal, Pramukh Panch Kritiharu",Pushpa Lal
1999,239,69,Delhi,Vrinda Publications,TEXT MATERIAL,Nathaniel Hawthorne's:,Janesh Kapoor
1991,841,197,London,Everyman's Library,TEXT MATERIAL,Tristram Shandy,Laurence Sterne
2072,9392,537,"Dillibazar, Kathmandu",K.P. Pustak Bhandar,TEXT MATERIAL,Fundamentals of Financial Management : BBS 3 year,Jeewan Bhattrai | Shiva Raj Ghimire
1987,1437,1029+Table XII,New Delhi,Sterling Publishers,TEXT MATERIAL,Numerical Methods of Statistical Analysis,P.S. Grewal
2053,5267,249,"Kathmandu, Nepal",Sajha Prakashan,TEXT MATERIAL,Bhok Ra Bhittaharu,Janga Bahadur Shah
2009,4485,48,"Bharatpur, Chitwan","Birendra Multiple Campus, Department of English ,T.U.",TEXT MATERIAL,Thomas Hardy's Far from the Madding Crowd:,Indra Prasad Neupane
2075,10540,406,"Kathmandu, Nepal",KEC Publication & Distribution (P) Ltd,TEXT MATERIAL,Fundamentals of Statistics For B.Sc. 1st Year,Ram P. Khatiwada | Nabaraj Poudyal
2064,2012,117,"Chitwan, Nepal",Progressive Writer's Association,TEXT MATERIAL,"Prales: Chitwan Year-3, Anka-1, Purnanka-1",Hom Nath Sapkota
2045,5193,266,Kathmandu,Ratna Pustak Bhandar,TEXT MATERIAL,Vasa Tatyo,Narendra Chapagain
2004,8858,90,"Birendra Multiple Campus, Bharatpur, Chitwan",Department of  Econoimics,TEXT MATERIAL,An assessment of crops damage and livestock depredation by the protected wild animals ,Manoj Krishna Uprety
2070,9859,305,Gatthaghar Kathmandu,Sarathi Publication,TEXT MATERIAL,Business Economics  For BBS,Sudhir Kumar Adhikari
0,1408,394,London,Addison-Wesley Publishing Company,TEXT MATERIAL,Linear Algebra,Serge Lang
2004,2954,238,Calcutta,Published,TEXT MATERIAL,Parasitology,K.D Chatterjee
2072,9615,328,Bagbazar Kathmandu,Bhuni Puran,TEXT MATERIAL,Nepali Katha - Upanyas: Siddanta ra Samiksha,Basudev Gautam | Dr. Ganesh Raj Adhikari
2016,9654,515,New Delhi,S. Chand & Company,TEXT MATERIAL,A Manual of Practical Zoology Chordates:,P.S. Verma
1986,3620,271,New Delhi,Sterling Publishers,TEXT MATERIAL,History of Modern Europe 1789-1975,B.V. Rao
0,3453,744,Delhi,Shiva Lal Agrwal,TEXT MATERIAL,Muddra evam Banking,L.M.Seth
1979,5594,403,New Delhi,Oxford & IBH Publishing Company,TEXT MATERIAL,Introductory Sociology,Robert L. Sutherland | Julian L. Woodward | Milton A. Maxwell
2010,10161,330,New York,Cambridge University,TEXT MATERIAL,Rhetoric and Composition,Steven Lynn
1972,6709,340,New Delhi,The English Language Book Society,TEXT MATERIAL,Value & Capital:,J.R. Hicks
1994,700,662,London,Everyman's Library,TEXT MATERIAL,The Decline & Fall of the Roman Empire Vol. 5,Edward Gibbon
2014,9658,591,New Delhi,S. Chand & Company,TEXT MATERIAL,Plant Anatomy,B.P. Pandey
2020,12331,54,"Bharatpur, Chitwan","Department of Sociology, Birendra Multiple Campus",TEXT MATERIAL,The condition of child labour in highway Eateries,"Sharma, Ram Prasad"
1994,701,684,London,Everyman's Library,TEXT MATERIAL,The Decline & Fall of the Roman Empire Vol. 6,Edward Gibbon
2014,9419,622,New Delhi,Tata Mcgrawhill com,TEXT MATERIAL,International Marketing,Philip R Cateora | JOhn L Grahm | Prashant Salwan
2003,13686,51,"Bharatpur,Chitwan","Department of Economic,Birendra multiple campus",TEXT MATERIAL,The Input Output Relationship of Vegitable Production,"Rihal,Bishnu Prasad"
1991,4393,1040+i14,Boston,Irwin,TEXT MATERIAL,Economics,"Hyman, David N."
1993,1168,344+124,"Shivaji Road, India",Rastogi & Company,TEXT MATERIAL,Environmental Biology & Toxicology,P.D. Sharma
2000,1478,305,London,Lynne Rienner,TEXT MATERIAL,The New International Studies Classroom:,Jeffrey S. Lantis | Lynn M. Kuzma | John Boehrer
2019,10906,596,New Delhi,Cengage learning,TEXT MATERIAL,Fundamentals Of Ecology,"Eugene P. Odum, Gray W Barrett"
2013,8227,672,New Delhi,S. Chand & Company,TEXT MATERIAL,Fundamentals of Plant Physiology,V.K. Jain
2073,10207,52,"Bharatpur, Chitwan",Birendra Multiple Campus,TEXT MATERIAL,Kumal Jatima Shaikshik Awasthako Chunauti,Shalik Ram Lamichhane
2005,1322,504,New Delhi,Rastogi publications,TEXT MATERIAL,Fish and fisheries,Kamaleshwar Pandey | J.P. Shukla
2064,2296,162,"Bharatpur, Chitwan","Master of arts in Nepali, Department,Birendra Mult",TEXT MATERIAL,(बर्दिया जिल्लामा प्रचलित ददौरा थारु लोकगीतको सङ्कलन बर्गीकरण तथा बिश्लेषण) Bardiya Jillama Prachalit Dadaura  Tharu Lokgeetko Sankalan Bargikaran tatha bisleshan,Bhisma Raj Dhakal
2075,10576,478,"Kathmandu, Nepal",Sukunda Pustak Bhawan,TEXT MATERIAL,Differential Equations with Applications (A Textbook for BSc 2nd Year),P Kattel | J Kafle
2067,6051,74,"Kathmandu, Nepal",Sajha Prakashan,TEXT MATERIAL,Teen Ghumti,Bishweshwor Prasad Koirala
2059,6257,406,"Kathmandu, Nepal",Manakamana Books Pvt. Ltd.,TEXT MATERIAL,Anibarya Nepali,T.N. Bhardwaja
2045,4654,519,"Kamaladi , Kathmandu",Nepal rajkiya Praggya pratisthan,TEXT MATERIAL,Nepal- Bhotchin sambandhaka kehi sanskritik pachha,Gyanmani Nepal
2000,6973,277,Chitwan,S. Koirela,TEXT MATERIAL,Global Political Thought,Purushottam Marahatta
1995,2956,342,New Delhi,New Age International Publishers Ltd.,TEXT MATERIAL,Matrices and Tensors in Physics,A.W. Joshi
2069,7607,584,"Putalisadak, Kathmandu",Asmita Books & Stationery,TEXT MATERIAL,Fundamentals of  Financial management,Rajan B. Paudel | Keshar J. Baral | Rishi R. Gautam | Surya B. Rana
2069,8641,300,"Kathmandu, Nepal",Quality Publication Pvt.Ltd.,TEXT MATERIAL,Foundations of Physical Education & Sports,Lokendra Sherchan
1997,2857,667,New York,John Wiley & Sons,TEXT MATERIAL,The Systematic Identification of Organic Compounds,Ralph L. Shriner
1994,8617,731-1137,New York,Houghton Mieflin Company,TEXT MATERIAL,The Return of The King,J.R.R. Tolkien
1966,343,316,New York,G.P. Putnam's Sons,TEXT MATERIAL,"Speak, Memory",Vladimir Nabokov
2075,10866,538,"Kathmandu, Nepal",Sangrila Pustak Pvt. Ltd.,TEXT MATERIAL,Yougmaya,Nilam Karki Niharika
2009,5808,176,Nepal,UNDP,TEXT MATERIAL,Nepal Human Development Report 2009,UNDP
2013,7835,352,New Delhi,Vikas Publishing House,TEXT MATERIAL,The Embryology of Angiosperms,S.S. Bhojwani | S.P. Bhatnagar
1977,3566,238,London,Heinmann,TEXT MATERIAL,The fundamentals of Economics,Alan Morrice
2063,6484,193,Nepal,Makalu Publication House,TEXT MATERIAL,"Nepalko antarim Sambidhan 2063 ( The Interim constitution of Nepal ,2007)",His Majesty of Government
2018,12372,41,"Bharatpur,Chitwan","Department Of Sociology,Birendra Multipel Campus",TEXT MATERIAL,Socio- Cultural Aspects Of Smoking And Health,"Baral,Tara"
2039,3317,185,Kathmandu,Ratna Pustak Bhandar,TEXT MATERIAL,Nepalko Dharmik Itihas,Jagadish Chandra Regmi
2003,5700,232,Philandelphia,Chelsea House Publishers,TEXT MATERIAL,Raskolnikov and Svidrigailov,Harold Bloom
2048,13774,144,"Bharatpur,Chitwan","Kiran Prkaashan,Chitwan",TEXT MATERIAL,Nepal ko Prajatantrik Andolan r Chitwan,"Regmi,Rajendra"
2066,5797,192,"Kantipath, Kathmandu",Tanka Prasad bhattrai,TEXT MATERIAL,Manav Jeevan Samrakshan Guide vol.3,Tanka Prasad Bhattrai
1965,2542,252,London,George Allen and Unwin,TEXT MATERIAL,Representative and Responsible Government,A.H. Birch
1989,477,308,New York,Bantam Books,TEXT MATERIAL,Mona Lisa Overdrive,William Gibson
0,6720,369,,,TEXT MATERIAL,Fundamentals of Investment,John M. Cheney | Alexander Sharpe & Baukey | Edward A. Moses
2064,4525,67,"Chitwan, Nepal",Chitwan Bangmaya Pratishthan,TEXT MATERIAL,Trishankuko Deshma,L.B. Kshetri
1999,669,194,New York,"John Wiley & Sons, Inc.",TEXT MATERIAL,When Good Companies Do Bad Things:,Peter Schwartz
2073,10250,68,"Bharatpur, Chitwan",Birendra Multiple Campus,TEXT MATERIAL,Magar Jaatima Aayeko Sanskritik Ra Aarthik Paribartan,Shanti Aale
2001,507,367,New York,Harper Collins Publishers,TEXT MATERIAL,Love Medicine,Louise Erdrich
2003,8497,454,New York,McGraw-Hill/Irwin,TEXT MATERIAL,The Macro Economy Today,Bradley R. Schiller
2058,4830,27,"Pulchowk, Lalitpur",Sajha Prakashan,TEXT MATERIAL,Kabi vanubhaktako jeeban charitra,Motiram Bhatta
1953,1759,237,New Delhi,McGraw Hill Kogakusha,TEXT MATERIAL,A guide to Keynes,Alvin H. Hansen
2046,4742,211,"Baneshowar, Nepal",Yagya Pustak Sangrahalaya,TEXT MATERIAL,Gahan Chintan Vol. 2,Jhapat Bahadur Rana
2006,7073,324,Bhotahity Kathmandu,Taleju Prakashan,TEXT MATERIAL,Monetary Economics (Monetary Economics ),Prof. Dr. Shyam Joshi
1988,423,128,Bareilly,Prakash Book Depot,TEXT MATERIAL,kThe Tragic View in the Plays of J.M. Synge,P.C. David
2006,6930,57,"Kathmandu, Nepal","Prakriti samrakshan tatha samajik uthhan sangh, Nepal",TEXT MATERIAL,"Venomous snakes Recognition, snakebite prevention, first -aid treatment and misconecptions on snakes",Dev Prasad Pandey | Chhabi Lal Thapa
1984,3303,624,New Delhi,S. Chand & Company,TEXT MATERIAL,Pure Mathematics Vol.2,O.P. Malhotra | S.K. Gupta
1985,985,508,New Delhi,Atma Ram & Sons,TEXT MATERIAL,A Textbook of Sound:,D.R. Khanna | R.S. Bedi
2016,10278,58,"Bharatpur, Chitwan",Birendra Multiple Campus,TEXT MATERIAL,Women Empowerment Through Education on Property Right,Som Bahadur Gharti
2065,8752,119,"Birendra Multiple Campus, Bharatpur, Chitwan","Department of Nepali , Birendra Multiple Campus",TEXT MATERIAL,Dhubrachandra Goutamko ghurmi Anubwnyasko Kritiprak Aadyayan,Debaka Bhurtel
2069,7157,296,"Ramechap, Nepal",Jagadish Ghimire pratisthan,TEXT MATERIAL,Antarmanko Yatra,Jagadish Ghimire
2059,8773,88,"Birendra Multiple Campus, Bharatpur, Chitwan","Department of Nepali , Birendra Multiple Campus",TEXT MATERIAL,Nepali ra Chitwanma Boline Dry Bashaka  Byatireki Shabdbliko sanalan ra Bagrikaran ttha Shabdbgriya Adyayan,Praba Subedi
1985,2839,313,New Delhi,Himalayan Publishiing House,TEXT MATERIAL,Collge organic Chemistry,P.P.Singh
2002,8432,830,New Delhi,McGraw-Hill/Irwin,TEXT MATERIAL,Statistical Techniques in Business & Economics,Douglas A. Lind | William G. Marchal | Robert D. Mason
1985,3460,276,Ranchi,Subodh Granthmala Karyalaya,TEXT MATERIAL,Inter Trigonometry,A. Ghatuary
1986,3674,163,New York,Oxford University press,TEXT MATERIAL,Problems of Capital Formation in Underdeveloped Countries,Ragnar Nurkse
0,8125,,,,TEXT MATERIAL,Geography for Technical Studsents,Ranjan K. Dahal
2004,8512,690,New York,McGraw-Hill Technology Education,TEXT MATERIAL,Computing Today,Timothy J. O'Leary | Linda I. O'Leary
2069,7597,424,"Kathmandu, Nepal",Sunrise Publication,TEXT MATERIAL,Sociological Theoretical Perspectives,Kamal Raj Sharma
1996,1460,142,"Bhotahity, Kathmandu",Ratna Pustak Bhandar,TEXT MATERIAL,The Concepts of Local Government & Decentralization,Tulsi Narayan Shrestha
2001,336,610,New York,McGraw-Hill Companies,TEXT MATERIAL,The Gregg Reference Manual,William A. Sabin
2001,9245,192,New York,"John Wiley & Sons, Inc.",TEXT MATERIAL,"The X-Factor, Getting Extraordinary Results from Ordinary people",Ross R. Reck
1977,1612,746,New Delhi,Vikas Publishing House,TEXT MATERIAL,Advanced Economic Theory:,M.L. Jhingan
2063,1862,479,"Bhotahity, Kathmandu",Taleju Prakashan,TEXT MATERIAL,Foundations of Chemistry Vol.3:,Moti Kaji Sthapit | Raja Ram Pradhananga | Kiran Bahadur Bajracharya
2052,3491,485,Kathmandu,Taleju Prakashan,TEXT MATERIAL,Monetary Theory & Policy (Maudrik siddant ebam Niti),Gorakha Raj Ojha | Bhoj Raj Ojha
2062,4566,248,"Kathmandu, Nepal",Shabdartha Prakashan,TEXT MATERIAL,Mahakabi Devkota: Kehee Aayam,Purna Prasad Adhikari
2006,10809,748,"Kathmandu, Nepal",Bhrikuti Academic Publication,TEXT MATERIAL,Geology For Technical Students,Ranjan Kumar Dahal
1978,2458,698,Allahabad,Kitab Mahal,TEXT MATERIAL,Public administration in Theory and Practice,M.P. Sharma
2059,13656,88,Pokhara,"Department of English,Prithvinarayan Multiple Camp",TEXT MATERIAL,Rajab Ko Kathakarita,"Koirala,Bimla"
2010,9438,328,New Delhi,PHI,TEXT MATERIAL,Climate change and agriculture over India,G.S.L.H.V. Prasada Rao | G.G.S.N. Rao | V.U.M.Rao
2070,8718,96,"Birendra Multiple Campus, Bharatpur, Chitwan","Department of sociology,",TEXT MATERIAL,Mahilako paitrik sampati ebam Sashaktikaran,Surya prasad Ghimire
0,7178,192,"Kathmandu, Nepal",Vision Publication,TEXT MATERIAL,Anna Hajare (Sangarshamaya Jeevan),Dev Prakash Chaudhary | A. Dhiraj Nath
2006,384,283,London,Routledge Classics,TEXT MATERIAL,Principles of Literary Criticism,Richards
2069,7262,300,"Pulchowk, Kathmandu",Shajha Prakashan,TEXT MATERIAL,Aanandamaya Jeevan,Madanmani Dikshit
0,7533,534,"Bhotahity, Kathmandu",Ratna Pustak Bhandar,TEXT MATERIAL,Bishwoka Pramukha Sambidhanharu Tatha Sambidhanbad,Bindu Bahadur Singh
2019,10630,233,"Kathmandu, Nepal",Heritage Publishers & Distributors Pvt. Ltd.,TEXT MATERIAL,A Textbook of Mathematics II for BCA 2nd Sem. With MATLAB & Mathematica Programs,Durga Jang K C | Ramesh Gautam | Tek Bahadur Budhathoki | Ganga Ram D C  | Khagendra Adhikri
2058,10491,162,"Kathmandu, Nepal",Nepal Rajkiya Pragya Pratisthan,TEXT MATERIAL,Paschim Nepalko murti tatha Vastukala,Dilli Raj Sharma
0,1038,1026+I-36,New York,McGraw-Hill,TEXT MATERIAL,Microbiological Applications:,Harold J. Benson
2070,8330,71,"Chitwan, Nepal",Chitwan Sahitya Parishad,TEXT MATERIAL,Geetanjali (Sukti Sangraha),Lakash Paudel
2002,7724,125,New Delhi,Veena Arora for Nataraj Publishers,TEXT MATERIAL, September -11 (9-11 ),Noam Chomsky
1996,1866,684,New Delhi,Narosa Publishing House,TEXT MATERIAL,Classical Mechanics,Herbert Goldstein
1994,594,209,London,The  Macmillan Press,TEXT MATERIAL,The Language of Literature,Norman Page
1997,9109,58,"Bharatpur, Chitwan","Department of Economic, Birendra Multiple Campus",TEXT MATERIAL,Differenttial Fertility Including Knoeledge Attitude & Practice of Family Planning Method,Purna Nath Ghimire
2014,12209,65,"Bharatpur , Chitwan","Department of Economics, Birendra Multiple Campus",TEXT MATERIAL,Impact of Remittance in Rural Nepal ( A Case Study of Murali Bhanjyang VDCof Dhading Distric),"Mahat, Sita Ram"
1984,2938,365,New Delhi,S. Chand & Company,TEXT MATERIAL,Modern Biology Part A (Theory),P.S. Verma | V.K. Agarwal
1997,5394,179,"Washington, DC",The World Bank,TEXT MATERIAL,Fiscal Management in Adjustment Lending,Jayati Datta-Mitra
2009,8776,80,"Birendra Multiple Campus, Bharatpur, Chitwan",Department of  Econoimics,TEXT MATERIAL,Impact Of Demographic & Socio-Economic Factors on Ferility Behaviour,Januka Thapa
1997,6688,65,New York,Kalyani Publishers,TEXT MATERIAL,Principles of Economics,P.N.Chopra
2017,10047,45,"Bharatpur, Chitwan, Nepal","Department of Physics , Birendra Multiple Campus,TU",TEXT MATERIAL,"Assessment of Noise Level in  Bharatpur, Nepal",Sandesh Devkota
2058,4667,524,"Kathmandu, Nepal",Sajha Prakashan,TEXT MATERIAL,Paschtya samalochanako saidantik Parampara vol. 1,Dr. Basudev Tripathi
2014,9365,308,"Kathmandu, Nepal",Asmita Books Publishers & Distributors (P) Ltd.,TEXT MATERIAL,Business Economics - II : Macroeconomics for BBS 2nd Year,Dr. Ramesh Prasad Adhikari | Khubi Ram Acharya | Bhubaneshwor Lamichhane | Sanjaya Gyawali
2074,10057,,Kirtpur,Rabin,TEXT MATERIAL,Compendium: An.536. Anthropology of Nepal and the Himalaya required vol.2,Compendium
1985,3342,118,"Kathmandu, Nepal",Buddhist Institute for Development & Research,TEXT MATERIAL,Nepali Arthatantra:,Hari Bamsha Jha
2068,11139,308,Ktm,Nepal prgya Pratisdhan,TEXT MATERIAL,Nepal maa Prachalit Darsanik chintanhru,"Bhushal, BeduRam"
2070,11091,160,Chitwan,Bhimars nepal,TEXT MATERIAL,Aadhunik Nepali Samalochna ko itihas,"Paudyal, Eknarayan"
1997,1675,343,"Bhotahity, Kathmandu",Ratna Pustak Bhandar,TEXT MATERIAL,Quantitative Techniques,Pushp Kamal Subedi
1990,325,848,New York,Penguin Books,TEXT MATERIAL,Hitler:,Alan Bullock
2074,10562,124,"Kathmandu, Nepal",Quest Publication Pvt. Ltd.,TEXT MATERIAL,"Practice of Social Change & Development in Asia (Asiama Samajik Paribartan Ra Bikasko Abhyas) For MA So 573, 2nd Sem.",Tanka Mani Poudel
2071,8819,381,"Kathmandu, Nepal",Asmita Books Publishers & Distributors (P) Ltd.,TEXT MATERIAL,Business Economics - II,Dr. Ramesh Prasad Adhikari | Khubi Ram Acharya | Bhubaneshwor Lamichhane | Sanjaya Gyawali
2019,12478,25,"Bharatpur,Chitwan",Department Of English Birendra Multiple Campus,TEXT MATERIAL,Anti -Patriarchal Rebellion In Naomi Alderman's The Power,"B.K.,krishna Bahadur"
1993,2191,370,India,Prism Books,TEXT MATERIAL,A Glossary of Literary Terms,M.H. Abrams
2019,12341,45,"Bharatpur, Chitwan","Department of Sociology and Anthropology, Birendra",TEXT MATERIAL,Role of women in household decision making process,"Lamichhne, Sanju"
2006,1734,185,Delhi,Foundations books,TEXT MATERIAL,Chinar - 2,Neena Kaul | Renu Anand
2008,5017,109,"Kathmandu,Nepal",Ministry of Finance,TEXT MATERIAL,Budget Speech of Fiscal Year 2008-09,Government of Nepal
2071,2084,198,"Kathmandu, Nepal",Asmita Books,TEXT MATERIAL,Distribution Management BBS 3rd Year,Dipendra Kumar Neupane
2011,9128,81,"Birendra Multiple Campus, Bharatpur, Chitwan",Department of English,TEXT MATERIAL,Search for Identity in Toni Morrison's The Bluest Eye,Chandra Kala Sapkota (Acharya)
2009,10926,266,New Delhi,Cambridge University Press,TEXT MATERIAL,Literature in the Language Classroom,"Joanne Collie, Stephen Slater"
2025,3407,290,"Kathmandu, Nepal",Jyoti pustak Bhandar,TEXT MATERIAL,Arthasastrako Ruprekha,Badri Prasad Shrestha
2053,5181,218,"Kathmandu, Nepal",Bidhyarthy Pustak Bhandar,TEXT MATERIAL,Nepali Prakriti Pratyaya Kosh,Khagendra Prasad  Luitel
2009,4900,729,New Delhi,Prentice Hall of India,TEXT MATERIAL,Production & Operation Management,Everette Adam | Ronald J. Ebert
2015,9664,352,"Kathmandu, Nepal",Ekta Books,TEXT MATERIAL,English for the new millennium,Jai Raj Awasthi
2010,6798,354,"Bhotahity , Kathmandu",National Book Center,TEXT MATERIAL,A Textbook of Inorganic Chemistry for B.Sc. 3rd,Dr. Megh Raj Pokhrel | Bhoj Raj Poudel
2006,4225,227,"Bhotahity, Kathmandu",M.K. Publishers & Distributors,TEXT MATERIAL,B.Sc. Practical Chemistry ,S.P. Dhoubhadel
2076,10976,62,Chitwan,Chitwan Sahitya Parishad,TEXT MATERIAL,Kehi samikshatmak Abhirekhankan,Kedarnath Khanal
2013,8072,339,New Delhi,"CBS Publishers and distributors,",TEXT MATERIAL,Introduction to Sedimentology,S.M. Sengupta
